AreaCode,AreaDesc,AreaFull,MeanCode,MeanDesc,MeanFull,Ppl
001,Far North District,001: Far North District,01,Worked at home,01: Worked at home,3393
001,Far North District,001: Far North District,02,Did not go to work today,02: Did not go to work today,2118
001,Far North District,001: Far North District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",9453
001,Far North District,001: Far North District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",2241
001,Far North District,001: Far North District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",720
001,Far North District,001: Far North District,06,Public bus,06: Public bus,51
001,Far North District,001: Far North District,07,Train,07: Train,12
001,Far North District,001: Far North District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,246
001,Far North District,001: Far North District,09,Bicycle,09: Bicycle,126
001,Far North District,001: Far North District,10,Walked or jogged,10: Walked or jogged,1083
001,Far North District,001: Far North District,15,Other,15: Other,243
002,Whangarei District,002: Whangarei District,01,Worked at home,01: Worked at home,3219
002,Whangarei District,002: Whangarei District,02,Did not go to work today,02: Did not go to work today,3669
002,Whangarei District,002: Whangarei District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",16389
002,Whangarei District,002: Whangarei District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",3948
002,Whangarei District,002: Whangarei District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",1389
002,Whangarei District,002: Whangarei District,06,Public bus,06: Public bus,186
002,Whangarei District,002: Whangarei District,07,Train,07: Train,12
002,Whangarei District,002: Whangarei District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,375
002,Whangarei District,002: Whangarei District,09,Bicycle,09: Bicycle,399
002,Whangarei District,002: Whangarei District,10,Walked or jogged,10: Walked or jogged,1305
002,Whangarei District,002: Whangarei District,15,Other,15: Other,192
003,Kaipara District,003: Kaipara District,01,Worked at home,01: Worked at home,1689
003,Kaipara District,003: Kaipara District,02,Did not go to work today,02: Did not go to work today,810
003,Kaipara District,003: Kaipara District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",3270
003,Kaipara District,003: Kaipara District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",867
003,Kaipara District,003: Kaipara District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",267
003,Kaipara District,003: Kaipara District,06,Public bus,06: Public bus,12
003,Kaipara District,003: Kaipara District,07,Train,07: Train,3
003,Kaipara District,003: Kaipara District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,249
003,Kaipara District,003: Kaipara District,09,Bicycle,09: Bicycle,54
003,Kaipara District,003: Kaipara District,10,Walked or jogged,10: Walked or jogged,417
003,Kaipara District,003: Kaipara District,15,Other,15: Other,66
076,Auckland,076: Auckland,01,Worked at home,01: Worked at home,44256
076,Auckland,076: Auckland,02,Did not go to work today,02: Did not go to work today,61827
076,Auckland,076: Auckland,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",340302
076,Auckland,076: Auckland,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",65481
076,Auckland,076: Auckland,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",24510
076,Auckland,076: Auckland,06,Public bus,06: Public bus,33933
076,Auckland,076: Auckland,07,Train,07: Train,9462
076,Auckland,076: Auckland,08,Motor cycle or power cycle,08: Motor cycle or power cycle,5496
076,Auckland,076: Auckland,09,Bicycle,09: Bicycle,6342
076,Auckland,076: Auckland,10,Walked or jogged,10: Walked or jogged,26529
076,Auckland,076: Auckland,15,Other,15: Other,7989
011,Thames-Coromandel District,011: Thames-Coromandel District,01,Worked at home,01: Worked at home,1680
011,Thames-Coromandel District,011: Thames-Coromandel District,02,Did not go to work today,02: Did not go to work today,1485
011,Thames-Coromandel District,011: Thames-Coromandel District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",4770
011,Thames-Coromandel District,011: Thames-Coromandel District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",1386
011,Thames-Coromandel District,011: Thames-Coromandel District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",327
011,Thames-Coromandel District,011: Thames-Coromandel District,06,Public bus,06: Public bus,15
011,Thames-Coromandel District,011: Thames-Coromandel District,07,Train,07: Train,3
011,Thames-Coromandel District,011: Thames-Coromandel District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,120
011,Thames-Coromandel District,011: Thames-Coromandel District,09,Bicycle,09: Bicycle,282
011,Thames-Coromandel District,011: Thames-Coromandel District,10,Walked or jogged,10: Walked or jogged,855
011,Thames-Coromandel District,011: Thames-Coromandel District,15,Other,15: Other,66
012,Hauraki District,012: Hauraki District,01,Worked at home,01: Worked at home,1368
012,Hauraki District,012: Hauraki District,02,Did not go to work today,02: Did not go to work today,801
012,Hauraki District,012: Hauraki District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",3141
012,Hauraki District,012: Hauraki District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",801
012,Hauraki District,012: Hauraki District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",213
012,Hauraki District,012: Hauraki District,06,Public bus,06: Public bus,12
012,Hauraki District,012: Hauraki District,07,Train,07: Train,3
012,Hauraki District,012: Hauraki District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,201
012,Hauraki District,012: Hauraki District,09,Bicycle,09: Bicycle,81
012,Hauraki District,012: Hauraki District,10,Walked or jogged,10: Walked or jogged,462
012,Hauraki District,012: Hauraki District,15,Other,15: Other,39
013,Waikato District,013: Waikato District,01,Worked at home,01: Worked at home,4371
013,Waikato District,013: Waikato District,02,Did not go to work today,02: Did not go to work today,2814
013,Waikato District,013: Waikato District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",14397
013,Waikato District,013: Waikato District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",3894
013,Waikato District,013: Waikato District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",876
013,Waikato District,013: Waikato District,06,Public bus,06: Public bus,126
013,Waikato District,013: Waikato District,07,Train,07: Train,75
013,Waikato District,013: Waikato District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,639
013,Waikato District,013: Waikato District,09,Bicycle,09: Bicycle,228
013,Waikato District,013: Waikato District,10,Walked or jogged,10: Walked or jogged,750
013,Waikato District,013: Waikato District,15,Other,15: Other,159
015,Matamata-Piako District,015: Matamata-Piako District,01,Worked at home,01: Worked at home,2664
015,Matamata-Piako District,015: Matamata-Piako District,02,Did not go to work today,02: Did not go to work today,1497
015,Matamata-Piako District,015: Matamata-Piako District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",6636
015,Matamata-Piako District,015: Matamata-Piako District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",1608
015,Matamata-Piako District,015: Matamata-Piako District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",450
015,Matamata-Piako District,015: Matamata-Piako District,06,Public bus,06: Public bus,30
015,Matamata-Piako District,015: Matamata-Piako District,07,Train,07: Train,6
015,Matamata-Piako District,015: Matamata-Piako District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,492
015,Matamata-Piako District,015: Matamata-Piako District,09,Bicycle,09: Bicycle,222
015,Matamata-Piako District,015: Matamata-Piako District,10,Walked or jogged,10: Walked or jogged,789
015,Matamata-Piako District,015: Matamata-Piako District,15,Other,15: Other,78
016,Hamilton City,016: Hamilton City,01,Worked at home,01: Worked at home,3126
016,Hamilton City,016: Hamilton City,02,Did not go to work today,02: Did not go to work today,6570
016,Hamilton City,016: Hamilton City,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",35007
016,Hamilton City,016: Hamilton City,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",7032
016,Hamilton City,016: Hamilton City,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",2571
016,Hamilton City,016: Hamilton City,06,Public bus,06: Public bus,1521
016,Hamilton City,016: Hamilton City,07,Train,07: Train,15
016,Hamilton City,016: Hamilton City,08,Motor cycle or power cycle,08: Motor cycle or power cycle,618
016,Hamilton City,016: Hamilton City,09,Bicycle,09: Bicycle,2016
016,Hamilton City,016: Hamilton City,10,Walked or jogged,10: Walked or jogged,3450
016,Hamilton City,016: Hamilton City,15,Other,15: Other,423
017,Waipa District,017: Waipa District,01,Worked at home,01: Worked at home,2943
017,Waipa District,017: Waipa District,02,Did not go to work today,02: Did not go to work today,2358
017,Waipa District,017: Waipa District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",11550
017,Waipa District,017: Waipa District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",3081
017,Waipa District,017: Waipa District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",672
017,Waipa District,017: Waipa District,06,Public bus,06: Public bus,69
017,Waipa District,017: Waipa District,07,Train,07: Train,3
017,Waipa District,017: Waipa District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,501
017,Waipa District,017: Waipa District,09,Bicycle,09: Bicycle,258
017,Waipa District,017: Waipa District,10,Walked or jogged,10: Walked or jogged,789
017,Waipa District,017: Waipa District,15,Other,15: Other,138
018,Otorohanga District,018: Otorohanga District,01,Worked at home,01: Worked at home,1053
018,Otorohanga District,018: Otorohanga District,02,Did not go to work today,02: Did not go to work today,378
018,Otorohanga District,018: Otorohanga District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",1593
018,Otorohanga District,018: Otorohanga District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",408
018,Otorohanga District,018: Otorohanga District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",114
018,Otorohanga District,018: Otorohanga District,06,Public bus,06: Public bus,3
018,Otorohanga District,018: Otorohanga District,07,Train,07: Train,3
018,Otorohanga District,018: Otorohanga District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,309
018,Otorohanga District,018: Otorohanga District,09,Bicycle,09: Bicycle,24
018,Otorohanga District,018: Otorohanga District,10,Walked or jogged,10: Walked or jogged,225
018,Otorohanga District,018: Otorohanga District,15,Other,15: Other,39
019,South Waikato District,019: South Waikato District,01,Worked at home,01: Worked at home,1044
019,South Waikato District,019: South Waikato District,02,Did not go to work today,02: Did not go to work today,963
019,South Waikato District,019: South Waikato District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",4035
019,South Waikato District,019: South Waikato District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",975
019,South Waikato District,019: South Waikato District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",378
019,South Waikato District,019: South Waikato District,06,Public bus,06: Public bus,9
019,South Waikato District,019: South Waikato District,07,Train,07: Train,6
019,South Waikato District,019: South Waikato District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,354
019,South Waikato District,019: South Waikato District,09,Bicycle,09: Bicycle,162
019,South Waikato District,019: South Waikato District,10,Walked or jogged,10: Walked or jogged,399
019,South Waikato District,019: South Waikato District,15,Other,15: Other,42
020,Waitomo District,020: Waitomo District,01,Worked at home,01: Worked at home,771
020,Waitomo District,020: Waitomo District,02,Did not go to work today,02: Did not go to work today,390
020,Waitomo District,020: Waitomo District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",1674
020,Waitomo District,020: Waitomo District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",435
020,Waitomo District,020: Waitomo District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",219
020,Waitomo District,020: Waitomo District,06,Public bus,06: Public bus,12
020,Waitomo District,020: Waitomo District,07,Train,07: Train,3
020,Waitomo District,020: Waitomo District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,186
020,Waitomo District,020: Waitomo District,09,Bicycle,09: Bicycle,36
020,Waitomo District,020: Waitomo District,10,Walked or jogged,10: Walked or jogged,267
020,Waitomo District,020: Waitomo District,15,Other,15: Other,24
021,Taupo District,021: Taupo District,01,Worked at home,01: Worked at home,1476
021,Taupo District,021: Taupo District,02,Did not go to work today,02: Did not go to work today,1902
021,Taupo District,021: Taupo District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",7224
021,Taupo District,021: Taupo District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",2217
021,Taupo District,021: Taupo District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",669
021,Taupo District,021: Taupo District,06,Public bus,06: Public bus,15
021,Taupo District,021: Taupo District,07,Train,07: Train,6
021,Taupo District,021: Taupo District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,372
021,Taupo District,021: Taupo District,09,Bicycle,09: Bicycle,255
021,Taupo District,021: Taupo District,10,Walked or jogged,10: Walked or jogged,777
021,Taupo District,021: Taupo District,15,Other,15: Other,99
022,Western Bay of Plenty District,022: Western Bay of Plenty District,01,Worked at home,01: Worked at home,3597
022,Western Bay of Plenty District,022: Western Bay of Plenty District,02,Did not go to work today,02: Did not go to work today,2343
022,Western Bay of Plenty District,022: Western Bay of Plenty District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",9351
022,Western Bay of Plenty District,022: Western Bay of Plenty District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",2511
022,Western Bay of Plenty District,022: Western Bay of Plenty District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",600
022,Western Bay of Plenty District,022: Western Bay of Plenty District,06,Public bus,06: Public bus,45
022,Western Bay of Plenty District,022: Western Bay of Plenty District,07,Train,07: Train,9
022,Western Bay of Plenty District,022: Western Bay of Plenty District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,243
022,Western Bay of Plenty District,022: Western Bay of Plenty District,09,Bicycle,09: Bicycle,135
022,Western Bay of Plenty District,022: Western Bay of Plenty District,10,Walked or jogged,10: Walked or jogged,630
022,Western Bay of Plenty District,022: Western Bay of Plenty District,15,Other,15: Other,108
023,Tauranga City,023: Tauranga City,01,Worked at home,01: Worked at home,3810
023,Tauranga City,023: Tauranga City,02,Did not go to work today,02: Did not go to work today,6030
023,Tauranga City,023: Tauranga City,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",26493
023,Tauranga City,023: Tauranga City,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",6939
023,Tauranga City,023: Tauranga City,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",1542
023,Tauranga City,023: Tauranga City,06,Public bus,06: Public bus,684
023,Tauranga City,023: Tauranga City,07,Train,07: Train,15
023,Tauranga City,023: Tauranga City,08,Motor cycle or power cycle,08: Motor cycle or power cycle,558
023,Tauranga City,023: Tauranga City,09,Bicycle,09: Bicycle,1263
023,Tauranga City,023: Tauranga City,10,Walked or jogged,10: Walked or jogged,1656
023,Tauranga City,023: Tauranga City,15,Other,15: Other,330
024,Rotorua District,024: Rotorua District,01,Worked at home,01: Worked at home,2271
024,Rotorua District,024: Rotorua District,02,Did not go to work today,02: Did not go to work today,3015
024,Rotorua District,024: Rotorua District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",14142
024,Rotorua District,024: Rotorua District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",3561
024,Rotorua District,024: Rotorua District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",1302
024,Rotorua District,024: Rotorua District,06,Public bus,06: Public bus,393
024,Rotorua District,024: Rotorua District,07,Train,07: Train,3
024,Rotorua District,024: Rotorua District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,411
024,Rotorua District,024: Rotorua District,09,Bicycle,09: Bicycle,687
024,Rotorua District,024: Rotorua District,10,Walked or jogged,10: Walked or jogged,1116
024,Rotorua District,024: Rotorua District,15,Other,15: Other,150
025,Whakatane District,025: Whakatane District,01,Worked at home,01: Worked at home,1494
025,Whakatane District,025: Whakatane District,02,Did not go to work today,02: Did not go to work today,1467
025,Whakatane District,025: Whakatane District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",6450
025,Whakatane District,025: Whakatane District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",1494
025,Whakatane District,025: Whakatane District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",597
025,Whakatane District,025: Whakatane District,06,Public bus,06: Public bus,21
025,Whakatane District,025: Whakatane District,07,Train,07: Train,3
025,Whakatane District,025: Whakatane District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,276
025,Whakatane District,025: Whakatane District,09,Bicycle,09: Bicycle,324
025,Whakatane District,025: Whakatane District,10,Walked or jogged,10: Walked or jogged,681
025,Whakatane District,025: Whakatane District,15,Other,15: Other,69
026,Kawerau District,026: Kawerau District,01,Worked at home,01: Worked at home,66
026,Kawerau District,026: Kawerau District,02,Did not go to work today,02: Did not go to work today,204
026,Kawerau District,026: Kawerau District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",972
026,Kawerau District,026: Kawerau District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",141
026,Kawerau District,026: Kawerau District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",93
026,Kawerau District,026: Kawerau District,06,Public bus,06: Public bus,0
026,Kawerau District,026: Kawerau District,07,Train,07: Train,3
026,Kawerau District,026: Kawerau District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,12
026,Kawerau District,026: Kawerau District,09,Bicycle,09: Bicycle,45
026,Kawerau District,026: Kawerau District,10,Walked or jogged,10: Walked or jogged,102
026,Kawerau District,026: Kawerau District,15,Other,15: Other,6
027,Opotiki District,027: Opotiki District,01,Worked at home,01: Worked at home,444
027,Opotiki District,027: Opotiki District,02,Did not go to work today,02: Did not go to work today,294
027,Opotiki District,027: Opotiki District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",1386
027,Opotiki District,027: Opotiki District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",339
027,Opotiki District,027: Opotiki District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",156
027,Opotiki District,027: Opotiki District,06,Public bus,06: Public bus,0
027,Opotiki District,027: Opotiki District,07,Train,07: Train,0
027,Opotiki District,027: Opotiki District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,66
027,Opotiki District,027: Opotiki District,09,Bicycle,09: Bicycle,36
027,Opotiki District,027: Opotiki District,10,Walked or jogged,10: Walked or jogged,159
027,Opotiki District,027: Opotiki District,15,Other,15: Other,24
028,Gisborne District,028: Gisborne District,01,Worked at home,01: Worked at home,1701
028,Gisborne District,028: Gisborne District,02,Did not go to work today,02: Did not go to work today,1755
028,Gisborne District,028: Gisborne District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",8787
028,Gisborne District,028: Gisborne District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",2199
028,Gisborne District,028: Gisborne District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",978
028,Gisborne District,028: Gisborne District,06,Public bus,06: Public bus,66
028,Gisborne District,028: Gisborne District,07,Train,07: Train,6
028,Gisborne District,028: Gisborne District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,270
028,Gisborne District,028: Gisborne District,09,Bicycle,09: Bicycle,504
028,Gisborne District,028: Gisborne District,10,Walked or jogged,10: Walked or jogged,810
028,Gisborne District,028: Gisborne District,15,Other,15: Other,147
029,Wairoa District,029: Wairoa District,01,Worked at home,01: Worked at home,378
029,Wairoa District,029: Wairoa District,02,Did not go to work today,02: Did not go to work today,273
029,Wairoa District,029: Wairoa District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",1473
029,Wairoa District,029: Wairoa District,04,"Drove a company car, truck or van","04: Drove a company car, truck or van",270
029,Wairoa District,029: Wairoa District,05,"Passenger in a car, truck, van or company bus","05: Passenger in a car, truck, van or company bus",201
029,Wairoa District,029: Wairoa District,06,Public bus,06: Public bus,3
029,Wairoa District,029: Wairoa District,07,Train,07: Train,0
029,Wairoa District,029: Wairoa District,08,Motor cycle or power cycle,08: Motor cycle or power cycle,102
029,Wairoa District,029: Wairoa District,09,Bicycle,09: Bicycle,42
029,Wairoa District,029: Wairoa District,10,Walked or jogged,10: Walked or jogged,171
029,Wairoa District,029: Wairoa District,15,Other,15: Other,42
030,Hastings District,030: Hastings District,01,Worked at home,01: Worked at home,3147
030,Hastings District,030: Hastings District,02,Did not go to work today,02: Did not go to work today,3294
030,Hastings District,030: Hastings District,03,"Drove a private car, truck or van","03: Drove a private car, truck or van",16971
